0010000,42.886/143.415
0010010,42.886/143.415
0010011,42.886/143.415
0010012,42.886/143.415
0010013,42.886/143.415
0010014,42.886/143.415
0010015,42.886/143.415
0010016,42.886/143.415
0010017,42.886/143.415
0010018,42.886/143.415
0010019,42.886/143.415
0010020,42.886/143.415
0010021,42.886/143.415
0010022,42.886/143.415
0010023,42.886/143.415
0010024,42.886/143.415
0010025,42.886/143.415
0010026,42.886/143.415
0010027,42.886/143.415
0010028,42.886/143.415
0010029,42.886/143.415
0010030,42.886/143.415
0010031,42.886/143.415
0010032,42.886/143.415
0010033,42.886/143.415
0010034,42.886/143.415
0010035,42.886/143.415
0010036,42.886/143.415
0010037,42.886/143.415
0010038,42.886/143.415
0010039,42.886/143.415
0010040,42.886/143.415
0010045,42.886/143.415
0010901,42.886/143.415
0010902,42.886/143.415
0010903,42.886/143.415
0010904,42.886/143.415
0010905,42.886/143.415
0010906,42.886/143.415
0010907,42.886/143.415
0010908,42.886/143.415
0010909,42.886/143.415
0010910,42.886/143.415
0010911,42.886/143.415
0010912,42.886/143.415
0010915,42.886/143.415
0010921,42.886/143.415
0010922,42.886/143.415
0010923,42.886/143.415
0010924,42.886/143.415
0010925,42.886/143.415
0010926,42.886/143.415
0010927,42.886/143.415
0010928,42.886/143.415
0010930,42.995/141.249
0010931,42.886/143.415
0010932,42.886/143.415
0010933,42.886/143.415
0010934,42.886/143.415
0010935,42.886/143.415
0020851,42.856/142.343
0020852,42.856/142.343
0020853,42.856/142.343
0020854,42.856/142.343
0020855,42.856/142.343
0020856,42.856/142.343
0020857,42.856/142.343
0020858,42.856/142.343
0020859,42.856/142.343
0020860,42.856/142.343
0020861,42.856/142.343
0020865,42.856/142.343
0028001,42.856/142.343
0028002,42.856/142.343
0028003,42.856/142.343
0028004,42.856/142.343
0028005,42.856/142.343
0028006,42.856/142.343
0028007,42.856/142.343
0028008,42.856/142.343
0028009,42.856/142.343
0028010,42.856/142.343
0028011,42.856/142.343
0028012,42.856/142.343
0028021,42.856/142.343
0028022,42.856/142.343
0028023,42.856/142.343
0028024,42.856/142.343
0028025,42.856/142.343
0028026,42.856/142.343
0028027,42.856/142.343
0028028,42.856/142.343
0028029,42.856/142.343
0028030,42.856/142.343
0028031,42.856/142.343
0028032,42.856/142.343
0028033,42.856/142.343
0028034,42.856/142.343
0028035,42.856/142.343
0028036,42.856/142.343
0028037,42.856/142.343
0028038,42.856/142.343
0028041,42.856/142.343
0028042,42.856/142.343
